# generated_by=fixtures/r/generate_hard_real_2026_subset_fixture.R
# source=ignored_2026_hard_real_bundle
# expected=black_box_R_locfit_on_committed_subset
# r_version=4.6.0
# locfit_version=1.5.9.12
# input_count=576
# prediction_count=72
# columns:case,kind,index,label,mean,disp,log_mean,log_disp,expected,expected_log
blood_full,input,26,input_026,0.078122863754433697,74.953732177164895,-2.54947251524267,4.3168710188680901,,
blood_full,input,27,input_027,0.083401911773780202,68.991592761319794,-2.4840840469331602,4.2339846531348302,,
blood_full,input,28,input_028,0.088948253212250694,48.661412715131299,-2.41970050292427,3.8848863693040898,,
blood_full,input,29,input_029,0.094506442312217095,57.523827436192498,-2.3590872741900299,4.0521992521620502,,
blood_full,input,30,input_030,0.100783178619074,53.201183197456601,-2.2947838160497098,3.97408063665398,,
blood_full,input,31,input_031,0.106665608708561,75.6391971375363,-2.2380564902628999,4.3259746294760797,,
blood_full,input,32,input_032,0.11253322528218,67.583246104156103,-2.1845067650990999,4.21336011363592,,
blood_full,input,33,input_033,0.11906068025673699,26.4397116072284,-2.1281219977108399,3.2748671074818101,,
blood_full,input,34,input_034,0.12615461076440701,26.911130248814199,-2.07024705470642,3.2925399649275602,,
blood_full,input,35,input_035,0.133287942615326,25.053933285892501,-2.0152435088869001,3.2210308326058299,,
blood_full,input,36,input_036,0.14014045257090599,24.383383004775599,-1.9651101266250599,3.1939018759022599,,
blood_full,input,37,input_037,0.14789266518660801,27.413208686055601,-1.9112685035539301,3.3110249660703199,,
blood_full,input,38,input_038,0.15662424050366899,32.145980557153401,-1.8539057149162499,3.47028742131734,,
blood_full,input,39,input_039,0.165841669927066,37.306840554021903,-1.79672174139816,3.61917670270457,,
blood_full,input,40,input_040,0.17530343832571901,27.994408539107599,-1.74123687329568,3.3320047952016201,,
blood_full,input,41,input_041,0.18444943788833701,15.3923739487178,-1.6903799024456601,2.7338721886332902,,
blood_full,input,42,input_042,0.19380461968666901,16.742805787279199,-1.64090474241707,2.8179686607702199,,
blood_full,input,43,input_043,0.20213552349900701,10.5508484479258,-1.5988168981284401,2.35620627829277,,
blood_full,input,44,input_044,0.21200994881650601,20.390709129689899,-1.55112207703148,3.0150793622891099,,
blood_full,input,45,input_045,0.221539765884466,10.3161373749556,-1.50715317565808,2.33370940461865,,
blood_full,input,46,input_046,0.23271913368456201,16.3234306295126,-1.4579229873676001,2.7926015375866098,,
blood_full,input,47,input_047,0.243160459995508,8.2953618487508898,-1.41403372436337,2.1156965452046399,,
blood_full,input,48,input_048,0.25483827318983299,13.568189415053199,-1.36712615781303,2.6077280393776001,,
blood_full,input,49,input_049,0.26593959916743198,6.2866270084397602,-1.3244860667840399,1.8384246802097399,,
blood_full,input,50,input_050,0.27867720114375,9.5413251530252907,-1.27770115213264,2.2556323807430698,,
blood_full,input,51,input_051,0.29175711395984599,3.5453396833288702,-1.23183362436007,1.2656339757966799,,
blood_full,input,52,input_052,0.30480346509985901,10.898339698650901,-1.1880880867964101,2.3886104564083599,,
blood_full,input,53,input_053,0.31792945149754698,5.9988571988335497,-1.1459257714511,1.79156898422586,,
blood_full,input,54,input_054,0.33393097162347701,5.4841894556458497,-1.09682097915099,1.70186930808471,,
blood_full,input,55,input_055,0.34916206170181002,6.5873254813364701,-1.05221910438443,1.88514742111981,,
blood_full,input,56,input_056,0.36278809850017801,4.18986962785484,-1.0139363658542699,1.43266961837952,,
blood_full,input,57,input_057,0.38128582917161902,3.7379143765888299,-0.96420597732112101,1.3185278025615099,,
blood_full,input,58,input_058,0.39875196294616899,2.9744746888579199,-0.91941570214618595,1.0900674482325501,,
blood_full,input,59,input_059,0.41428201678066301,3.7692716924918099,-0.88120833711490598,1.3268817977818601,,
blood_full,input,60,input_060,0.43218748060727202,2.6721555153768199,-0.83889580199415903,0.98288545584331899,,
blood_full,input,61,input_061,0.453768797752443,5.3400870535763101,-0.79016746670758098,1.6752419550070701,,
blood_full,input,62,input_062,0.47391130186910302,5.3431006551968601,-0.74673510165590795,1.6758061315024499,,
blood_full,input,63,input_063,0.49522966092576598,5.3328840103285602,-0.70273366254409597,1.6738921819592101,,
blood_full,input,64,input_064,0.516017617132561,9.5241557426117698,-0.66161437235362097,2.2538312811380998,,
blood_full,input,65,input_065,0.54126718347580405,6.9635442166471204,-0.61384225240808699,1.9406885712642601,,
blood_full,input,66,input_066,0.56612438290465195,3.06663464286272,-0.56894146714008798,1.1205807527875999,,
blood_full,input,67,input_067,0.59138118913134097,3.1024775851728701,-0.52529447942278495,1.13220101330755,,
blood_full,input,68,input_068,0.61775832441687095,1.65836012144907,-0.481657958822791,0.50582923544961,,
blood_full,input,69,input_069,0.64530246975079697,1.1481814766865299,-0.43803612675679898,0.138179366141329,,
blood_full,input,70,input_070,0.67352650527188596,2.3303250184084598,-0.39522792938212797,0.84600775072854995,,
blood_full,input,71,input_071,0.70351699106377996,1.2529571955124199,-0.35166325053203301,0.225506513728194,,
blood_full,input,72,input_072,0.74114668813564499,1.62080036614183,-0.29955671358025898,0.482920080414177,,
blood_full,input,73,input_073,0.77680879869627695,2.3118159287973299,-0.25256103522020401,0.83803333206855202,,
blood_full,input,74,input_074,0.81587444738200798,1.0493616741849501,-0.20349479935867501,0.048182049957793599,,
blood_full,input,75,input_075,0.85107476331335397,1.19056619985041,-0.161255300785452,0.174428992160994,,
blood_full,input,76,input_076,0.88935420302371904,1.4097700900961301,-0.117259694221721,0.34342663442548199,,
blood_full,input,77,input_077,0.93489234301259405,2.6622294590768401,-0.067323897485703693,0.97916391425840099,,
blood_full,input,78,input_078,0.98501674630207703,2.82926179012687,-0.015096636632663101,1.0400158260821899,,
blood_full,input,79,input_079,1.0303035719599001,1.67438269816562,0.029853488875330101,0.51544455894147301,,
blood_full,input,80,input_080,1.08212653566143,0.65780799299947901,0.078928119669282301,-0.418842194192036,,
blood_full,input,81,input_081,1.1305088987351,2.3435794366587399,0.12266788420875201,0.85167943439617899,,
blood_full,input,82,input_082,1.1860714029979,2.4664755006816801,0.17064650365191,0.90279020881511296,,
blood_full,input,83,input_083,1.2432525473173499,2.6893506883948799,0.21773096752864601,0.98929978469810398,,
blood_full,input,84,input_084,1.2976144794668301,2.1868819940942599,0.26052756296874702,0.78247678234870799,,
blood_full,input,85,input_085,1.36744626938009,1.18945511048387,0.31294496341234801,0.17349531190994699,,
blood_full,input,86,input_086,1.4420592452443499,1.6810350087047199,0.36607212348641999,0.51940968032783197,,
blood_full,input,87,input_087,1.51398062648862,2.7472842808746698,0.41474235869072801,1.0106128895179001,,
blood_full,input,88,input_088,1.59624869021047,1.03502973793191,0.46765630782267298,0.034430158605930301,,
blood_full,input,89,input_089,1.68427343106452,1.6976593923944101,0.52133427263036503,0.52925047436031203,,
blood_full,input,90,input_090,1.7734303850975801,1.23823475793321,0.57291574162638303,0.213686783049018,,
blood_full,input,91,input_091,1.8668803488232499,1.51396819588082,0.62426877510539303,0.414734148110872,,
blood_full,input,92,input_092,1.9787150260375601,7.7574705806986,0.68244765728117296,2.0486563249643499,,
blood_full,input,93,input_093,2.0767320125755502,7.2679893314507398,0.730795510365985,1.9834796826532,,
blood_full,input,94,input_094,2.18423538468894,5.3180574815841997,0.78126582894737395,1.67110810163496,,
blood_full,input,95,input_095,2.2988944634128399,0.51018799441644402,0.83242833929579596,-0.67297600468330598,,
blood_full,input,96,input_096,2.4212361449117101,0.61018897046815002,0.88427821343532798,-0.49398658213636198,,
blood_full,input,97,input_097,2.5479017439992302,1.4426779391812401,0.93527017495666298,0.36650106651091402,,
blood_full,input,98,input_098,2.6686186726964598,1.65783955715241,0.98156098748991305,0.50551528312381899,,
blood_full,input,99,input_099,2.8206661292489001,0.84728070701841796,1.03697307310111,-0.16572322599043601,,
blood_full,input,100,input_100,2.9599543691251999,2.2892145822484502,1.0851738523810599,0.828208781551938,,
blood_full,input,101,input_101,3.1321420835340801,1.2657788821219,1.14171714221264,0.23568764979589801,,
blood_full,input,102,input_102,3.3109973565227699,2.7203583599876802,1.19724946017239,1.0007636216251099,,
blood_full,input,103,input_103,3.5010226393335002,0.68935452345270298,1.2530551084850401,-0.37199959247596298,,
blood_full,input,104,input_104,3.69899573538396,0.64778916019777999,1.30806135993912,-0.43419000563934002,,
blood_full,input,105,input_105,3.9188395293301599,0.58043234134166499,1.36579557153816,-0.54398203701995396,,
blood_full,input,106,input_106,4.1429778967200104,1.97667625802382,1.4214148279905201,0.68141677661836197,,
blood_full,input,107,input_107,4.3876250242425403,0.383166257504297,1.47878808393985,-0.95928629129195497,,
blood_full,input,108,input_108,4.6423303515061001,0.55151918145966905,1.5352164710904601,-0.59507866036817003,,
blood_full,input,109,input_109,4.9397052362936202,1.12636140136421,1.59730566065311,0.118992438579722,,
blood_full,input,110,input_110,5.2324621338902197,0.80174734030078199,1.6548819385971101,-0.220961757781656,,
blood_full,input,111,input_111,5.5566670910456004,1.0178665085201,1.7149984844675199,0.0177087784101468,,
blood_full,input,112,input_112,5.9068461444000304,3.5288101443514401,1.7761120416679601,1.2609607445356601,,
blood_full,input,113,input_113,6.2857071439614698,6.6344367886912403,1.8382783486743599,1.89227377928166,,
blood_full,input,114,input_114,6.6845488255650602,0.48386878297255898,1.8997987177101301,-0.72594151858317402,,
blood_full,input,115,input_115,7.1433152741126298,0.42284803396489501,1.96617699269182,-0.86074242225059605,,
blood_full,input,116,input_116,7.6470536247824397,1.3086804431386001,2.0343204265629899,0.26901933423614799,,
blood_full,input,117,input_117,8.1538370421014896,0.29675640648167201,2.09848861917179,-1.21484365690763,,
blood_full,input,118,input_118,8.6955959744585396,0.375730196241706,2.16281668766073,-0.97888395635088099,,
blood_full,input,119,input_119,9.3317714291310896,0.394540023999363,2.23342486062423,-0.93003468883769602,,
blood_full,input,120,input_120,9.9627344376918607,0.66667884661395305,2.2988515758536998,-0.40544683835412698,,
blood_full,input,121,input_121,10.7044876628237,0.94084809778756895,2.37066306128155,-0.060973578795547601,,
blood_full,input,122,input_122,11.407063799930601,1.1167863589978499,2.4342327950809302,0.110455238586984,,
blood_full,input,123,input_123,12.195777102808799,0.69082063376255398,2.5010897527052101,-0.36987506378314999,,
blood_full,input,124,input_124,13.0460229004954,0.27016940655501498,2.5684833287376398,-1.30870608505148,,
blood_full,input,125,input_125,14.0311348246912,0.74843348299619095,2.6412787764235799,-0.28977294614392302,,
blood_full,input,126,input_126,15.123831237458701,2.79003391489019,2.7162717273746999,1.02605375163401,,
blood_full,input,127,input_127,16.2222676143037,0.36338088079766301,2.78638484251021,-1.01230373640836,,
blood_full,input,128,input_128,17.359161963639199,0.32876863642258702,2.8541204340830602,-1.1124010083589999,,
blood_full,input,129,input_129,18.800473253900499,1.28143654500893,2.9338820425988801,0.24798174941102799,,
blood_full,input,130,input_130,20.463310916598498,0.43597926468151899,3.0186335713120802,-0.83016059483393401,,
blood_full,input,131,input_131,22.494238251395199,1.33141380224241,3.11325919870111,0.28624138684427303,,
blood_full,input,132,input_132,24.5899198133664,1.45515183910579,3.2023365952779499,0.375110251952403,,
blood_full,input,133,input_133,26.8762908798025,0.55143059707665198,3.2912445180311298,-0.59523929213025295,,
blood_full,input,134,input_134,29.317131604340101,1.27708570042611,3.3781720415485501,0.24458068554729101,,
blood_full,input,135,input_135,32.057408421442098,0.49947588127194098,3.4675283086502402,-0.69419596780118298,,
blood_full,input,136,input_136,34.942037239511897,0.42050150703873701,3.5536906098038399,-0.86630721565466096,,
blood_full,input,137,input_137,38.521472709067297,0.45004385259860602,3.6512158185217101,-0.79841025074661198,,
blood_full,input,138,input_138,42.500682941191499,1.0362917395590101,3.74952014500577,0.035648706085857899,,
blood_full,input,139,input_139,47.378896840637601,0.28141304035391201,3.85817691523116,-1.26793179438795,,
blood_full,input,140,input_140,51.8099502737047,0.55382765829274505,3.94758222104443,-0.59090172674635499,,
blood_full,input,141,input_141,57.039801778068203,1.0606044374171499,4.0437493009609398,0.058838969586499298,,
blood_full,input,142,input_142,62.434851908784701,0.234639765668714,4.1341236436380502,-1.44970385299775,,
blood_full,input,143,input_143,69.129662595606106,0.41197140058947301,4.2359839092220799,-0.88680134808698396,,
blood_full,input,144,input_144,75.700333265912704,0.12593780496149701,4.3267825628896297,-2.0719671053135702,,
blood_full,input,145,input_145,82.884142181775204,0.158814298592452,4.4174437553242702,-1.84001969270841,,
blood_full,input,146,input_146,91.490217543880505,0.17944782092425199,4.5162320544772303,-1.71787080454248,,
blood_full,input,147,input_147,101.41373563581701,0.190680915785581,4.61920854190251,-1.6571538459216699,,
blood_full,input,148,input_148,111.622608282245,0.54064339533722805,4.7151236126042502,-0.61499537581756503,,
blood_full,input,149,input_149,122.67015003535001,0.18975731553713801,4.8094990461249498,-1.66200930989416,,
blood_full,input,150,input_150,135.03621075486799,0.16235358920779999,4.9055429702856204,-1.8179786728378,,
blood_full,input,151,input_151,148.64660939856799,0.18435407433874099,5.00157173989078,-1.6908970534410299,,
blood_full,input,152,input_152,165.28269844435101,0.15358387327224299,5.1076573317406604,-1.8735084554977499,,
blood_full,input,153,input_153,181.901682324532,0.111075046741171,5.2034663341043501,-2.1975492093529501,,
blood_full,input,154,input_154,198.633462183826,0.291364719280505,5.2914612277697604,-1.23317946571328,,
blood_full,input,155,input_155,215.948323874116,0.093533802680458994,5.3750391377378604,-2.3694323820280601,,
blood_full,input,156,input_156,238.429972524996,0.12624683689572,5.4740756509673103,-2.0695162654318602,,
blood_full,input,157,input_157,259.99501364981501,0.078853768116257897,5.5606624525616803,-2.5401601783032799,,
blood_full,input,158,input_158,283.54853015911198,0.365396754579556,5.6473832907368902,-1.0067715169070199,,
blood_full,input,159,input_159,309.41107486229998,0.072347237824769497,5.7346707321405601,-2.6262780045910099,,
blood_full,input,160,input_160,338.13696072893202,0.21918570213213201,5.8234510226651102,-1.5178359535350801,,
blood_full,input,161,input_161,366.06726860202502,0.19450450727760801,5.9028171105079199,-1.6372999425283501,,
blood_full,input,162,input_162,398.47456862605901,0.18622661669382201,5.9876436784424101,-1.6807909775569101,,
blood_full,input,163,input_163,434.784736799195,0.079189434238752507,6.0748510506731996,-2.5359123951375002,,
blood_full,input,164,input_164,474.06142881586698,0.129418711699953,6.1613369099561002,-2.0447023038149199,,
blood_full,input,165,input_165,515.60799327722896,0.24529682051115401,6.2453467738099304,-1.4052862894358,,
blood_full,input,166,input_166,564.72834543823603,0.36812145529832502,6.3363448109887797,-0.99934235369340896,,
blood_full,input,167,input_167,610.89798129100802,0.173111143689887,6.4149299751667304,-1.75382144169193,,
blood_full,input,168,input_168,662.77062299037698,0.16632206480748701,6.4964289619846998,-1.7938292208420099,,
blood_full,input,169,input_169,718.83254756400902,0.96731202358782997,6.5776284343016496,-0.0332341638204071,,
blood_full,input,170,input_170,784.98092496888205,0.228891905878087,6.6656594180844797,-1.47450541360083,,
blood_full,input,171,input_171,861.34901262585504,0.111600624664887,6.7584997795816903,-2.1928286316949701,,
blood_full,input,172,input_172,942.29982501220502,0.028719043440417799,6.8483235095098403,-3.5501948417489202,,
blood_full,input,173,input_173,1050.90798508225,0.051715420466164203,6.9574098171700696,-2.9619992737365299,,
blood_full,input,174,input_174,1158.2212210753401,0.12964533229106201,7.0546406770857004,-2.04295277002843,,
blood_full,input,175,input_175,1284.9741645505201,0.28456205856368599,7.1584938917190497,-1.2568039171690399,,
blood_full,input,176,input_176,1420.19513761894,0.066156394326888093,7.2585495620123304,-2.71573372904313,,
blood_full,input,177,input_177,1588.98945678787,0.22366155801006701,7.3708535313906403,-1.4976212714309201,,
blood_full,input,178,input_178,1749.0697721704,0.092995069534899999,7.4668393668303503,-2.3752088029880301,,
blood_full,input,179,input_179,1939.5106445706001,0.083503877196205695,7.5701909751715402,-2.4828622147158401,,
blood_full,input,180,input_180,2191.10583461947,0.14661790594617,7.6921616426823798,-1.91992535547277,,
blood_full,input,181,input_181,2470.1627128370201,0.051968739473018902,7.8120393030948403,-2.9571129051526301,,
blood_full,input,182,input_182,2844.1688520574799,0.23478001062498499,7.9530261604889496,-1.4491063282766901,,
blood_full,input,183,input_183,3274.3786059563299,0.48284234491328898,8.0938833914274095,-0.72806508665928604,,
blood_full,input,184,input_184,3861.5259425272002,0.19086379985358401,8.2588177062380002,-1.6561951950767599,,
blood_full,input,185,input_185,4543.2621574692703,0.17863279131245399,8.4214005698988608,-1.72242302541909,,
blood_full,input,186,input_186,5425.1636661154598,0.27550909466453,8.5988033468228,-1.28913463944754,,
blood_full,input,187,input_187,6884.6939150538501,0.20330709558676099,8.8370559533922197,-1.59303765690692,,
blood_full,input,188,input_188,9118.8034656791806,0.18411253109832401,9.1180938755223604,-1.69220812625713,,
blood_full,input,189,input_189,13422.1300481909,0.15845497700189101,9.5046601198525096,-1.8422847827869699,,
blood_full,input,190,input_190,23869.858591575201,0.311448891227114,10.0803717952087,-1.1665200273232701,,
blood_full,input,191,input_191,4661162.5732051199,1.0962328684207501,15.3547754542156,0.091879637143832904,,
blood_full,predict,0,hard_00,0.000421821697978728,,-7.7709278498516499,,58375202.042001575,17.882401735052298
blood_full,predict,1,hard_01,0.00054838816657482405,,-7.50852718860006,,26244294.468154974,17.082959169783095
blood_full,predict,2,hard_02,0.00056144294653074299,,-7.4850003979763899,,24432547.440336052,17.011426712883043
blood_full,predict,3,hard_03,0.00062387074145836704,,-7.3795673561511297,,17736847.284498475,16.691154801154518
blood_full,predict,4,hard_04,0.00062702020094850702,,-7.3745317994316801,,17467811.663010802,16.675870411700451
blood_full,predict,5,hard_05,0.00064152568436426903,,-7.3516613367299302,,16296577.17250151,16.606465654309041
blood_full,predict,6,hard_06,0.00066658854098691799,,-7.3133375824770397,,14508070.570958601,16.490215643652022
blood_full,predict,7,hard_07,0.00067698322904654804,,-7.2978640578159304,,13843090.121938603,16.443296757938256
blood_full,predict,8,hard_08,0.00068356313441270101,,-7.2881915367716799,,13443052.083078187,16.413972956793103
blood_full,predict,9,hard_09,0.00070092869547727697,,-7.2631043943953797,,12458779.385685392,16.337936103899359
blood_full,predict,10,hard_10,0.00071791654739081505,,-7.2391572249319003,,11586831.393567219,16.265379786528477
blood_full,predict,11,hard_11,0.00073487704454523197,,-7.2158073590783696,,10795685.054802839,16.194657080297588
blood_full,predict,12,range_00,0.0033987750322946502,,-5.6843401968973399,,109927.50765844191,11.60757640623768
blood_full,predict,13,range_01,0.042804879696771603,,-3.1511031712864002,,181.8115219665325,5.2029705568887756
blood_full,predict,14,range_02,0.13128177445224101,,-2.03040931574502,,25.485018953724389,3.2380907875125207
blood_full,predict,15,range_03,0.30617919063385901,,-1.1835847581141199,,7.8159427696326764,2.0561655925070053
blood_full,predict,16,range_04,0.66039325637795498,,-0.41491977840872102,,3.4140472182678345,1.2278984550521859
blood_full,predict,17,range_05,1.50156293761465,,0.40650652405604798,,1.9003346750972931,0.64203001544877214
blood_full,predict,18,range_06,3.7397265218604998,,1.31901248625567,,1.2811715927123946,0.24777496610024419
blood_full,predict,19,range_07,11.115200240915,,2.4083135626308501,,0.83622446281555596,-0.17885820574523059
blood_full,predict,20,range_08,46.9498155662355,,3.8490792773448601,,0.34678060153065243,-1.0590629712496269
blood_full,predict,21,range_09,244.822075509542,,5.5005317243074598,,0.17419426597433704,-1.7475841314410974
blood_full,predict,22,range_10,1119.88155103031,,7.0209782006877202,,0.16177193121146644,-1.821567767704334
blood_full,predict,23,range_11,4661162.5732051199,,15.3547754542156,,1.0963119159510291,0.091951742882221979
testis_full,input,0,input_000,0.0068865833407503801,8.1727290279296096e-05,-4.9781802036325802,-9.4121225815276901,,
testis_full,input,1,input_001,0.083362243190466104,78.707046693252806,-2.48455979166464,4.3657326900840401,,
testis_full,input,2,input_002,0.143527200677423,28.198489046561601,-1.9412307099860799,3.3392683965994499,,
testis_full,input,3,input_003,0.19659965691779999,15.135815099601301,-1.6265858163479101,2.7170637962994699,,
testis_full,input,4,input_004,0.23697767465854599,12.712191217133901,-1.43978934203705,2.5425614713753601,,
testis_full,input,5,input_005,0.28125613522579901,6.9776347304976802,-1.2684895115652599,1.94270999552141,,
testis_full,input,6,input_006,0.32137541370494199,8.0905628301586106,-1.1351453261003199,2.09069829974545,,
testis_full,input,7,input_007,0.35800945582535199,2.3142499774215,-1.0271958800102701,0.83908565120889,,
testis_full,input,8,input_008,0.39126126998940802,6.0302452321762097,-0.93837973245788397,1.7967876785980801,,
testis_full,input,9,input_009,0.42983752214748899,2.0367632246441101,-0.84434799717084996,0.71136189320047505,,
testis_full,input,10,input_010,0.46538001954584601,2.3914448331060401,-0.76490096082358205,0.87189771596750099,,
testis_full,input,11,input_011,0.499815211055818,2.5696953940540901,-0.69351682675904802,0.94378736816827402,,
testis_full,input,12,input_012,0.53481389984162497,3.5944000201526798,-0.62583644336355904,1.2793770843804999,,
testis_full,input,13,input_013,0.56745766440640799,1.6453254229868199,-0.56658913257423005,0.49793819017634999,,
testis_full,input,14,input_014,0.60413196918494705,1.8228850749586301,-0.50396261288517197,0.60042045199709904,,
testis_full,input,15,input_015,0.64190601209939302,1.07218315022757,-0.443313384608573,0.069696897148450704,,
testis_full,input,16,input_016,0.67951228733053703,1.2504833695098601,-0.38637996265445101,0.22353017217462201,,
testis_full,input,17,input_017,0.720516559501859,1.4192737018645201,-0.32778688045919402,0.35014526320370198,,
testis_full,input,18,input_018,0.76130103125986504,2.5342469733861499,-0.27272642606709802,0.92989654099580599,,
testis_full,input,19,input_019,0.80086036904709601,2.9401072877726602,-0.22206866789955501,1.0784460731244401,,
testis_full,input,20,input_020,0.842870282414654,1.51725352226601,-0.17094220895963,0.41690180721144698,,
testis_full,input,21,input_021,0.884465911468586,1.50067219062866,-0.122771306013518,0.40591313481498298,,
testis_full,input,22,input_022,0.93266968122394001,2.7338244010350699,-0.069704180238542301,1.00570150838064,,
testis_full,input,23,input_023,0.97884586523283201,2.13770708954933,-0.021381089875538599,0.75973380113551203,,
testis_full,input,24,input_024,1.02842960346139,1.54853118261213,0.028032981935964499,0.43730685753035597,,
testis_full,input,25,input_025,1.0800463778045699,0.61420987676918404,0.077003982625766507,-0.48741859039942598,,
testis_full,input,26,input_026,1.13381285692598,0.292728503685944,0.12558616252094301,-1.22850970811258,,
testis_full,input,27,input_027,1.18970018249938,1.2507029792522399,0.17370132789982401,0.22370577663772001,,
testis_full,input,28,input_028,1.2417147619056099,1.12161266044816,0.216493296833878,0.114767525080562,,
testis_full,input,29,input_029,1.29501594262953,1.5431374897818999,0.25852300598655698,0.43381767490838102,,
testis_full,input,30,input_030,1.35324631768175,0.92924548654099604,0.30250638559887999,-0.073382326915311602,,
testis_full,input,31,input_031,1.4179068766784599,1.4663498511934201,0.349181753653316,0.38277621837252701,,
testis_full,input,32,input_032,1.4850352063408701,1.1000225546292901,0.39543847994727999,0.095330683802564806,,
testis_full,input,33,input_033,1.54665660016555,1.0856151699554999,0.43609556903522201,0.082146803239249,,
testis_full,input,34,input_034,1.6172934983277401,0.44741271622121598,0.48075407205744602,-0.804273807841829,,
testis_full,input,35,input_035,1.6880723191359801,0.67622161307994499,0.52358723834606302,-0.39123442666376701,,
testis_full,input,36,input_036,1.7652967869909899,0.76005383695460704,0.56831882751910201,-0.27436601011249201,,
testis_full,input,37,input_037,1.84593852007832,0.79332546791895497,0.61298783112644795,-0.23152171542174699,,
testis_full,input,38,input_038,1.93435425103839,0.20474245073297601,0.65977355039110697,-1.5860024275857101,,
testis_full,input,39,input_039,2.0203076873117198,0.40624011220392198,0.70324982026487703,-0.90081088482474003,,
testis_full,input,40,input_040,2.1169198445951598,0.92718567411774699,0.74996212870335299,-0.075601437768638605,,
testis_full,input,41,input_041,2.2094077558146599,0.90994249877883104,0.79272449582131699,-0.094373869622827594,,
testis_full,input,42,input_042,2.3002948425415601,0.59460111073840405,0.83303730712853397,-0.51986450037682397,,
testis_full,input,43,input_043,2.38998286150263,0.815459656417584,0.87128619499830595,-0.20400332912262301,,
testis_full,input,44,input_044,2.4897863183443398,0.50938642330669104,0.91219689086825295,-0.67454836911490601,,
testis_full,input,45,input_045,2.59633900349561,0.23110733736750599,0.95410237717883495,-1.4648730124546001,,
testis_full,input,46,input_046,2.7178128026963,0.60204188435092898,0.99982744017691705,-0.50742826075979797,,
testis_full,input,47,input_047,2.8414178392767599,0.799057001633387,1.04430316677665,-0.22432299454226901,,
testis_full,input,48,input_048,2.9606462390297001,1.31971520459478,1.08540756850327,0.27741595922515599,,
testis_full,input,49,input_049,3.0865522651392499,0.74509602524060403,1.1270546961732899,-0.294242175968151,,
testis_full,input,50,input_050,3.2053928349163101,0.39373233239213801,1.16483465225828,-0.93208395996419302,,
testis_full,input,51,input_051,3.3477178881917999,0.59790391138101695,1.2082788862907199,-0.51432522125178803,,
testis_full,input,52,input_052,3.4930146416587,0.41491317365795799,1.2507651575304,-0.87968600074232495,,
testis_full,input,53,input_053,3.6379208862637502,0.55405716170314501,1.2914123333679199,-0.59048741758796397,,
testis_full,input,54,input_054,3.7807974558442798,0.313411161864108,1.32993495453563,-1.16023933430162,,
testis_full,input,55,input_055,3.9353611531916499,0.56686253978373002,1.3700026573762001,-0.56763843889017895,,
